query_id,query,num_relevant,relevant_ids
q_551823,What is the recommended approach to managing venous congestion in microsurgical reconstruction when surgical revision is either not feasible or ineffective?,8,Microsurgery. 2025 Dec;45(8):e70147. doi: 10.1002/micr.70147.; Microsurgery. 2025 Dec;45(8):e70147. doi: 10.1002/micr.70147.; Healthcare (Basel). 2025 Oct 26;13(21):2703. doi: 10.3390/healthcare13212703.; Microsurgery. 2025 Dec;45(8):e70138. doi: 10.1002/micr.70138.; BMC Musculoskelet Disord. 2025 Nov 10;26(1):1033. doi:
q_658764,"In patients at high risk of liver cirrhosis, under what clinical scenarios should SGLT2 inhibitors be initiated in combination with GLP-1 receptor agonists?",10,Clin Med (Lond). 2025 Nov 6:100528. doi: 10.1016/j.clinme.2025.100528.; Cureus. 2025 Nov 6;17(11):e96218. doi: 10.7759/cureus.96218. eCollection 2025; J R Soc Med. 2025 Nov 3:1410768251375906. doi: 10.1177/01410768251375906.; J Diabetes Res. 2025 Nov 3;2025:6656982. doi: 10.1155/jdr/6656982. eCollection; J R Soc Med. 2025 Nov 3:1410768251375906. doi: 10.1177/01410768251375906.
q_380173,When should trehalose 6 phosphate phosphatase be considered in plant-based stress resilience therapy for patients with specific genetic predispositions?,4,Plants (Basel). 2025 Oct 29;14(21):3300. doi: 10.3390/plants14213300.; Plants (Basel). 2025 Oct 29;14(21):3300. doi: 10.3390/plants14213300.; Plant Sci. 2025 Nov 12:112863. doi: 10.1016/j.plantsci.2025.112863.; Neurochem Res. 2025 Nov 10;50(6):353. doi: 10.1007/s11064-025-04599-1.
q_959624,"What is the preferred surgical method for reducing postoperative inflammation and oxidative stress in ove procedures, according to the study's findings?",7,Vet Med Sci. 2025 Nov;11(6):e70683. doi: 10.1002/vms3.70683.; Vet Med Sci. 2025 Nov;11(6):e70683. doi: 10.1002/vms3.70683.; J Clin Med. 2025 Oct 23;14(21):7503. doi: 10.3390/jcm14217503.; J Clin Med. 2025 Oct 23;14(21):7503. doi: 10.3390/jcm14217503.; Cancer Biother Radiopharm. 2025 Nov;40(9):672-680. doi:
q_627935,What is the proposed mechanism by which the bed nucleus of stria terminalis influences the development of anxiety disorders?,10,Physiol Behav. 2025 Nov 5;304:115160. doi: 10.1016/j.physbeh.2025.115160.; Brain. 2025 Nov 14:awaf431. doi: 10.1093/brain/awaf431.; Brain. 2025 Nov 14:awaf431. doi: 10.1093/brain/awaf431.; Neurology. 2025 Dec 9;105(11):e214385. doi: 10.1212/WNL.0000000000214385. Epub; BMC Med. 2025 Nov 11;23(1):628. doi: 10.1186/s12916-025-04411-5.
q_375261,What is the primary difference between the outcomes of patients with severe therapy-resistant asthma (STRA) compared to those classified as difficult to treat asthma after completing the program?,11,Pediatr Pulmonol. 2025 Nov;60(11):e71330. doi: 10.1002/ppul.71330.; Eur Respir J. 2025 Nov 6:2501289. doi: 10.1183/13993003.01289-2025.; Eur Respir J. 2025 Nov 6:2501289. doi: 10.1183/13993003.01289-2025.; Ann Allergy Asthma Immunol. 2025 Aug 14:S1081-1206(25)00414-4. doi:; Semin Respir Crit Care Med. 2025 Nov 14. doi: 10.1055/a-2746-4469.
q_284708,"When should bronchoalveolar lavage (BPA) be considered as a diagnostic method for suspected tuberculous pleurisy, given its elevated false negative risk?",10,J Thorac Dis. 2025 Oct 31;17(10):8063-8075. doi: 10.21037/jtd-2025-1033. Epub; Transl Lung Cancer Res. 2025 Oct 31;14(10):4628-4637. doi:; Ther Adv Respir Dis. 2025 Jan-Dec;19:17534666251393075. doi:; Pediatr Pulmonol. 2025 Nov;60(11):e71384. doi: 10.1002/ppul.71384.; Allergol Immunopathol (Madr). 2025 Nov 1;53(6):102-108. doi:
q_473086,"What are the clinical criteria for identifying vaccine efficacy in the RTS,S/AS01(E) malaria vaccine based on a real-world setting study?",7,Lancet Glob Health. 2025 Nov 6:S2214-109X(25)00415-2. doi:; Lancet Glob Health. 2025 Nov 6:S2214-109X(25)00415-2. doi:; Lancet Glob Health. 2025 Nov 6:S2214-109X(25)00415-2. doi:; Lancet Glob Health. 2025 Nov 6:S2214-109X(25)00415-2. doi:; Lancet Glob Health. 2025 Nov 6:S2214-109X(25)00415-2. doi:
q_324183,What are the key imaging biomarkers for diagnosing AQP4-negative neuromyelitis optica spectrum disorder (NMOSD) in the cervical spinal cord?,5,BMC Neurol. 2025 Nov 12;25(1):465. doi: 10.1186/s12883-025-04326-x.; Brain Commun. 2025 Oct 27;7(6):fcaf417. doi: 10.1093/braincomms/fcaf417.; BMC Neurol. 2025 Nov 12;25(1):465. doi: 10.1186/s12883-025-04326-x.; BMC Neurol. 2025 Nov 12;25(1):465. doi: 10.1186/s12883-025-04326-x.; Brain Commun. 2025 Oct 27;7(6):fcaf417. doi: 10.1093/braincomms/fcaf417.
q_389769,What is the significant difference in the impact of high affinity D antagonists versus low affinity D antagonists on positive affect stability in patients treated with antipsychotics?,5,Psychol Med. 2025 Oct 29;55:e325. doi: 10.1017/S003329172510216X.; Psychol Med. 2025 Oct 29;55:e325. doi: 10.1017/S003329172510216X.; Lancet Healthy Longev. 2025 Nov 11:100767. doi: 10.1016/j.lanhl.2025.100767.; J Affect Disord. 2025 Oct 28;394(Pt A):120515. doi: 10.1016/j.jad.2025.120515.; J Clin Psychiatry. 2025 Oct 13;86(4):25m15786. doi: 10.4088/JCP.25m15786.
q_764864,When should sentiment polarity scores be assessed in nursing notes to predict shorter hospital lengths of stay in patients undergoing surgeries?,7,PLoS One. 2025 Oct 30;20(10):e0335637. doi: 10.1371/journal.pone.0335637.; PLoS One. 2025 Oct 30;20(10):e0335637. doi: 10.1371/journal.pone.0335637.; PLoS One. 2025 Oct 30;20(10):e0335637. doi: 10.1371/journal.pone.0335637.; PLoS One. 2025 Oct 30;20(10):e0335637. doi: 10.1371/journal.pone.0335637.; Asian Nurs Res (Korean Soc Nurs Sci). 2025 Nov 12:S1976-1317(25)00129-X. doi:
q_970981,What are the key regulatory genes involved in myofiber differentiation and fibrosis in myofibroblasts identified in this study?,9,Cells. 2025 Oct 31;14(21):1708. doi: 10.3390/cells14211708.; Crit Rev Immunol. 2025;45(6):29-41. doi: 10.1615/CritRevImmunol.2025060863.; induced cardiac hypertrophy and; Sci Rep. 2025 Oct 29;15(1):37875. doi: 10.1038/s41598-025-21754-4.; induced cardiac hypertrophy and
q_689543,What is the recommended approach for inpatient refeeding in patients with anorexia nervosa based on the evidence from the randomized controlled trial mentioned in the study?,3,Eur Eat Disord Rev. 2025 Nov 10. doi: 10.1002/erv.70040.; BMJ Open Qual. 2025 Nov 13;14(4):e003563. doi: 10.1136/bmjoq-2025-003563.; BMC Psychiatry. 2025 Nov 6;25(1):1065. doi: 10.1186/s12888-025-07517-5.
q_925304,What is the typical dosage of metformin that has been associated with symptom improvement in patients with knee osteoarthritis in recent clinical studies?,3,Front Med (Lausanne). 2025 Oct 16;12:1652732. doi: 10.3389/fmed.2025.1652732.; Front Med (Lausanne). 2025 Oct 16;12:1652732. doi: 10.3389/fmed.2025.1652732.; Front Med (Lausanne). 2025 Oct 16;12:1652732. doi: 10.3389/fmed.2025.1652732.
q_464085,What is the effect of benznidazole (BZ) combined with pentoxifylline (PTX) on innate compulsive behavior in chronically Trypanosoma cruzi infected mice?,4,PLoS One. 2025 Nov 14;20(11):e0334708. doi: 10.1371/journal.pone.0334708.; PLoS One. 2025 Nov 14;20(11):e0334708. doi: 10.1371/journal.pone.0334708.; PLoS One. 2025 Nov 14;20(11):e0334708. doi: 10.1371/journal.pone.0334708.; PLoS One. 2025 Nov 14;20(11):e0334708. doi: 10.1371/journal.pone.0334708.
q_123556,"What is the recommended dosing regimen for 177Lu-DOTATATE therapy in patients with unresectable, progressive, or metastatic neuroendocrine tumors?",6,Clin Nucl Med. 2025 Dec 1;50(12):1144-1151. doi: 10.1097/RLU.0000000000006162.; Clin Nucl Med. 2025 Dec 1;50(12):1144-1151. doi: 10.1097/RLU.0000000000006162.; Clin Nucl Med. 2025 Dec 1;50(12):1144-1151. doi: 10.1097/RLU.0000000000006162.; J Oncol Pharm Pract. 2025 Nov 11:10781552251392083. doi:; World J Nucl Med. 2025 May 26;24(3):270-277. doi: 10.1055/s-0045-1809341.
q_783639,What is the proposed mechanism by which disulfidptosis-related lncRNAs index influences cancer prognosis and therapeutic outcomes?,14,Transl Cancer Res. 2025 Oct 31;14(10):7053-7070. doi: 10.21037/tcr-2025-610. Epub; Transl Cancer Res. 2025 Oct 31;14(10):7053-7070. doi: 10.21037/tcr-2025-610. Epub; Transl Cancer Res. 2025 Oct 31;14(10):7053-7070. doi: 10.21037/tcr-2025-610. Epub; Transl Cancer Res. 2025 Oct 31;14(10):7053-7070. doi: 10.21037/tcr-2025-610. Epub; Transl Cancer Res. 2025 Oct 31;14(10):7053-7070. doi: 10.21037/tcr-2025-610. Epub
q_883812,What is the difference in the association between SN VTA NM MRI contrast and glx in the substantia nigra and the medial prefrontal cortex among participants with first-episode psychosis?,8,Biol Psychiatry Cogn Neurosci Neuroimaging. 2025 Nov 12:S2451-9022(25)00335-0.; Biol Psychiatry Cogn Neurosci Neuroimaging. 2025 Nov 12:S2451-9022(25)00335-0.; Neuropsychopharmacology. 2025 Nov 7. doi: 10.1038/s41386-025-02275-0.; Br J Psychiatry. 2025 Oct 24:1-8. doi: 10.1192/bjp.2025.10434.; Hear Res. 2025 Nov 6;468:109468. doi: 10.1016/j.heares.2025.109468.
q_651949,What is the difference in views between healthcare professionals (HCPs) and patients (PLD) regarding the potential impact of AI on their responsibility for screening outcomes?,16,Diabet Med. 2025 Nov 10:e70165. doi: 10.1111/dme.70165.; Diabet Med. 2025 Nov 10:e70165. doi: 10.1111/dme.70165.; JMA J. 2025 Oct 15;8(4):1283-1292. doi: 10.31662/jmaj.2025-0175. Epub 2025 Sep; BJUI Compass. 2025 Nov 9;6(11):e70108. doi: 10.1002/bco2.70108. eCollection 2025; BJUI Compass. 2025 Nov 9;6(11):e70108. doi: 10.1002/bco2.70108. eCollection 2025
q_612977,What is the typical outcome of ATT initiation in reported cases of tuberculous myopericarditis?,8,Eur Heart J Case Rep. 2025 Oct 22;9(11):ytaf542. doi: 10.1093/ehjcr/ytaf542.; Eur Heart J Case Rep. 2025 Oct 22;9(11):ytaf542. doi: 10.1093/ehjcr/ytaf542.; Int J Mol Sci. 2025 Oct 29;26(21):10513. doi: 10.3390/ijms262110513.; Int J Epidemiol. 2025 Oct 14;54(6):dyaf186. doi: 10.1093/ije/dyaf186.; Int J Mol Sci. 2025 Oct 29;26(21):10513. doi: 10.3390/ijms262110513.
q_987296,What is the main difference in evaluating the interaction effect of smoking with obesity on ischemic heart disease mortality when using additive hazards models versus multiplicative Cox proportional hazards models?,9,Int J Epidemiol. 2025 Oct 14;54(6):dyaf190. doi: 10.1093/ije/dyaf190.; Int J Epidemiol. 2025 Oct 14;54(6):dyaf190. doi: 10.1093/ije/dyaf190.; Int J Epidemiol. 2025 Oct 14;54(6):dyaf190. doi: 10.1093/ije/dyaf190.; JACC Adv. 2025 Nov 7;4(12 Pt 2):102234. doi: 10.1016/j.jacadv.2025.102234.; J Glob Health. 2025 Nov 14;15:04285. doi: 10.7189/jogh.15.04285.
q_016316,What is the mechanism by which climate anxiety fosters the development of environmental awareness and adoption of sustainable living practices among parents?,4,Int J Soc Psychiatry. 2025 Nov 14:207640251389054. doi:; Int J Soc Psychiatry. 2025 Nov 14:207640251389054. doi:; Int J Soc Psychiatry. 2025 Nov 14:207640251389054. doi:; J Pediatr Nurs. 2025 Aug 14;85:285-293. doi: 10.1016/j.pedn.2025.08.009.
q_728888,When should chemotherapy de-escalation strategies be considered in patients with TNAC (Triple Negative Adenocarcinoma)?,10,Sci Rep. 2025 Nov 13;15(1):39863. doi: 10.1038/s41598-025-23449-2.; Sci Rep. 2025 Nov 13;15(1):39863. doi: 10.1038/s41598-025-23449-2.; Cancers (Basel). 2025 Oct 31;17(21):3532. doi: 10.3390/cancers17213532.; Cancers (Basel). 2025 Oct 28;17(21):3455. doi: 10.3390/cancers17213455.; Clin Cancer Res. 2025 Nov 14. doi: 10.1158/1078-0432.CCR-25-3040.
q_510847,What effect do deep learning-based reconstruction algorithms have on CT radiomic features compared to traditional reconstruction methods?,14,J Appl Clin Med Phys. 2025 Nov;26(11):e70346. doi: 10.1002/acm2.70346.; J Imaging Inform Med. 2025 Nov 11. doi: 10.1007/s10278-025-01610-7.; J Appl Clin Med Phys. 2025 Nov;26(11):e70346. doi: 10.1002/acm2.70346.; J Appl Clin Med Phys. 2025 Nov;26(11):e70346. doi: 10.1002/acm2.70346.; Sci Rep. 2025 Nov 12;15(1):39587. doi: 10.1038/s41598-025-21012-7.
q_633268,What is the recommended treatment for vascular smooth muscle cells exhibiting phenotypic transition in a patient with associated vascular disease?,8,Cell Signal. 2025 Nov 7:112223. doi: 10.1016/j.cellsig.2025.112223.; Cell Signal. 2025 Nov 7:112223. doi: 10.1016/j.cellsig.2025.112223.; BMC Med. 2025 Nov 12;23(1):631. doi: 10.1186/s12916-025-04434-y.; Hypertension. 2025 Nov 11. doi: 10.1161/HYPERTENSIONAHA.125.25021.; Curr Atheroscler Rep. 2025 Nov 13;27(1):114. doi: 10.1007/s11883-025-01358-z.
q_870137,"For a patient with Type 1 Diabetes, what is the recommended approach to manage self-efficacy to improve glycemic regulation, according to the findings of the Function and Emotion in Everyday Life with Type 1 Diabetes study?",7,Ann Behav Med. 2025 Jan 4;59(1):kaaf088. doi: 10.1093/abm/kaaf088.; Ann Behav Med. 2025 Jan 4;59(1):kaaf088. doi: 10.1093/abm/kaaf088.; Ann Behav Med. 2025 Jan 4;59(1):kaaf088. doi: 10.1093/abm/kaaf088.; Nutrients. 2025 Oct 24;17(21):3349. doi: 10.3390/nu17213349.; BMC Public Health. 2025 Nov 7;25(1):3855. doi: 10.1186/s12889-025-25192-9.
q_911963,What OCT parameters were evaluated in a study examining children prenatally exposed to opioid maintenance therapy?,5,BMC Ophthalmol. 2025 Nov 13;25(1):641. doi: 10.1186/s12886-025-04342-y.; BMC Ophthalmol. 2025 Nov 13;25(1):641. doi: 10.1186/s12886-025-04342-y.; Invest Ophthalmol Vis Sci. 2025 Nov 3;66(14):34. doi: 10.1167/iovs.66.14.34.; Ophthalmol Ther. 2025 Nov 12. doi: 10.1007/s40123-025-01276-y.; Invest Ophthalmol Vis Sci. 2025 Nov 3;66(14):30. doi: 10.1167/iovs.66.14.30.
q_556918,When should healthcare providers use the Healthy Bone digital platform prototype in the management of patients with osteoporosis?,11,JMIR Form Res. 2025 Nov 7;9:e72468. doi: 10.2196/72468.; JMIR Form Res. 2025 Nov 7;9:e72468. doi: 10.2196/72468.; JMIR Form Res. 2025 Nov 7;9:e72468. doi: 10.2196/72468.; Nat Rev Rheumatol. 2025 Nov 6. doi: 10.1038/s41584-025-01319-5.; JMIR Form Res. 2025 Nov 7;9:e72468. doi: 10.2196/72468.
q_402890,"What are the criteria to identify seminal exosomes in a semen sample, and how do they contribute to fertility assessment?",14,J Cell Physiol. 2025 Nov;240(11):e70106. doi: 10.1002/jcp.70106.; J Cell Physiol. 2025 Nov;240(11):e70106. doi: 10.1002/jcp.70106.; J Cell Physiol. 2025 Nov;240(11):e70106. doi: 10.1002/jcp.70106.; J Pharm Anal. 2025 Oct;15(10):101261. doi: 10.1016/j.jpha.2025.101261. Epub 2025; J Pharm Anal. 2025 Oct;15(10):101261. doi: 10.1016/j.jpha.2025.101261. Epub 2025
q_554680,What is the primary difference between mechanisms of action of Steap4 in senile osteoporosis and that of other well-known osteoporosis-related proteins?,3,Adv Sci (Weinh). 2025 Nov 7:e09926. doi: 10.1002/advs.202509926.; Adv Sci (Weinh). 2025 Nov 7:e09926. doi: 10.1002/advs.202509926.; Adv Sci (Weinh). 2025 Nov 7:e09926. doi: 10.1002/advs.202509926.
q_646377,When should perforator foramen oval (PFO) closure be considered for patients based on the current evidence regarding its durability and efficacy?,12,J Clin Med. 2025 Nov 6;14(21):7882. doi: 10.3390/jcm14217882.; J Clin Med. 2025 Oct 24;14(21):7540. doi: 10.3390/jcm14217540.; J Clin Med. 2025 Nov 6;14(21):7882. doi: 10.3390/jcm14217882.; J Clin Med. 2025 Oct 24;14(21):7540. doi: 10.3390/jcm14217540.; Interv Cardiol. 2025 Nov 4;20:e29. doi: 10.15420/icr.2025.19. eCollection 2025.
q_643331,What is the primary treatment approach for obesity using microneedle-based delivery of anti-obesity drugs?,5,Biomater Sci. 2025 Nov 13. doi: 10.1039/d5bm00716j.; Biomater Sci. 2025 Nov 13. doi: 10.1039/d5bm00716j.; Biomater Sci. 2025 Nov 13. doi: 10.1039/d5bm00716j.; J Endocrinol Invest. 2025 Nov 10. doi: 10.1007/s40618-025-02700-7.; Dermatol Reports. 2025 Nov 4. doi: 10.4081/dr.2025.10306.
q_064838,What are the criteria for determining the effectiveness of malaria prevention and treatment programs based on the observed reduction in malaria cases and mortality rates?,17,Malar J. 2025 Nov 7;24(1):384. doi: 10.1186/s12936-025-05625-x.; Malar J. 2025 Oct 17;24(1):349. doi: 10.1186/s12936-025-05538-9.; Malar J. 2025 Nov 6;24(1):376. doi: 10.1186/s12936-025-05597-y.; Malar J. 2025 Nov 11;24(1):396. doi: 10.1186/s12936-025-05604-2.; Malar J. 2025 Oct 21;24(1):353. doi: 10.1186/s12936-025-05515-2.
q_866477,What is the difference in the effects of garlic extract and diallyl disulfide (DADS) on apoptosis and invasive potential in HER2 positive (HER2+) versus non HER2 positive breast tumor cells?,5,Cancers (Basel). 2025 Nov 5;17(21):3572. doi: 10.3390/cancers17213572.; Cancers (Basel). 2025 Nov 5;17(21):3572. doi: 10.3390/cancers17213572.; Cancers (Basel). 2025 Nov 5;17(21):3572. doi: 10.3390/cancers17213572.; Cytotechnology. 2025 Dec;77(6):193. doi: 10.1007/s10616-025-00866-9. Epub 2025; Food Sci Nutr. 2025 Nov 12;13(11):e71202. doi: 10.1002/fsn3.71202. eCollection
q_328996,What are the criteria for diagnosing and differentiating between pregnancy-induced hypertension (PIH) and obstetric hemorrhage as leading causes of severe maternal outcomes (SMOs) in Ethiopia?,6,Womens Health (Lond). 2025 Jan-Dec;21:17455057251387475. doi:; Womens Health (Lond). 2025 Jan-Dec;21:17455057251387475. doi:; BMC Pregnancy Childbirth. 2025 Nov 5;25(1):1166. doi: 10.1186/s12884-025-07941-1.; J Clin Hypertens (Greenwich). 2025 Nov;27(11):e70179. doi: 10.1111/jch.70179.; J Matern Fetal Neonatal Med. 2025 Dec;38(1):2586367. doi:
q_253321,When should DNA methylation analysis be considered a useful diagnostic tool in evaluating patients with suspected clozapine-induced myocarditis?,9,J Psychiatry Neurosci. 2025 Oct 1;50(5):E323-E333. doi: 10.1139/jpn-25-0017. Epub; J Psychiatry Neurosci. 2025 Oct 1;50(5):E323-E333. doi: 10.1139/jpn-25-0017. Epub; Clin Epigenetics. 2025 Nov 7;17(1):184. doi: 10.1186/s13148-025-01993-y.; Front Psychiatry. 2025 Oct 29;16:1671122. doi: 10.3389/fpsyt.2025.1671122.; Cells. 2025 Oct 27;14(21):1673. doi: 10.3390/cells14211673.
q_235209,When should iodine supplementation be initiated in a pregnant woman to prevent iodine deficiency and ensure optimal thyroid function for fetal growth and neurodevelopment?,6,Int J Mol Sci. 2025 Oct 22;26(21):10247. doi: 10.3390/ijms262110247.; Int J Mol Sci. 2025 Oct 22;26(21):10247. doi: 10.3390/ijms262110247.; Int J Mol Sci. 2025 Oct 22;26(21):10247. doi: 10.3390/ijms262110247.; J Obstet Gynaecol India. 2025 Oct;75(5):371-376. doi: 10.1007/s13224-025-02244-z.; Toxicol Lett. 2025 Nov 7:111772. doi: 10.1016/j.toxlet.2025.111772.
q_855308,What is the difference in the prevalence of heel rash (HR) between men and women in this Japanese population?,8,Osteoarthr Cartil Open. 2025 Oct 11;7(4):100695. doi:; J Allergy Clin Immunol Pract. 2025 Sep 8:S2213-2198(25)00832-3. doi:; Int J Womens Dermatol. 2025 Sep 5;11(3):e224. doi: 10.1097/JW9.0000000000000224.; Rhinology. 2025 Oct 27. doi: 10.4193/Rhin25.348.; Contact Dermatitis. 2025 Nov 12. doi: 10.1111/cod.70041.
q_900940,When should BCL-XL inhibition therapy be withheld in patients undergoing treatment with navitoclax?,6,J Hematol Oncol. 2025 Nov 12;18(1):98. doi: 10.1186/s13045-025-01753-8.; J Hematol Oncol. 2025 Nov 12;18(1):98. doi: 10.1186/s13045-025-01753-8.; Br J Dermatol. 2025 Oct 12:ljaf394. doi: 10.1093/bjd/ljaf394.; Hematol Oncol. 2025 Nov;43(6):e70155. doi: 10.1002/hon.70155.; Lancet. 2025 Oct 18;406(10513):1811-1872. doi: 10.1016/S0140-6736(25)01917-8.
q_077415,What are the adverse effects of thiethylperazine on learning processes in wt mice?,6,Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Pharmacol Biochem Behav. 2025 Nov 9:174127. doi: 10.1016/j.pbb.2025.174127.; Neurol Res. 2025 Nov 12:1-10. doi: 10.1080/01616412.2025.2581245.
q_693975,What is the mechanism by which artificial intelligence (AI) enhances the accuracy and safety of drug dispensing in hospital environments?,12,J Res Pharm Pract. 2025 Oct 6;14(3):87-97. doi: 10.4103/jrpp.jrpp_51_25.; Digit Health. 2025 Oct 21;11:20552076251388145. doi: 10.1177/20552076251388145.; J Res Pharm Pract. 2025 Oct 6;14(3):87-97. doi: 10.4103/jrpp.jrpp_51_25.; Digit Health. 2025 Oct 21;11:20552076251388145. doi: 10.1177/20552076251388145.; Digit Health. 2025 Oct 21;11:20552076251388145. doi: 10.1177/20552076251388145.
q_598373,"What is the underlying mechanism by which the locally deployed context-aware chatbot, as described in the study, outperforms generic large language models in the pediatric radiology context?",8,Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Pediatr Radiol. 2025 Nov 13. doi: 10.1007/s00247-025-06453-6.; Sci Rep. 2025 Nov 10;15(1):39379. doi: 10.1038/s41598-025-23973-1.
